customer_id,account_id,business_type,risk_tier,expected_monthly_turnover_inr,account_open_date,phone_hash,address_hash,kyc_updated_at
CE0054,EA0054,PROFESSIONAL,HIGH,5000432,2025-05-07,ph_east_0054,ad_east_0054,2026-08-14T14:00:00Z
CE0055,EA0055,PROFESSIONAL,MEDIUM,7754369,2025-02-18,ph_east_0055,ad_east_0055,2026-08-14T00:00:00Z
CE0056,EA0056,PROFESSIONAL,MEDIUM,14418842,2023-07-03,ph_east_0056,ad_east_0056,2026-08-13T09:00:00Z
CE0057,EA0057,RETAIL,HIGH,15781946,2023-10-10,ph_east_0057,ad_east_0057,2026-08-10T13:00:00Z
CE0058,EA0058,RETAIL,LOW,13769406,2025-01-02,ph_east_0058,ad_east_0058,2026-08-20T04:00:00Z
CE0059,EA0059,CASH_INTENSIVE,LOW,13368656,2023-07-24,ph_east_0059,ad_east_0059,2026-08-09T10:00:00Z
CE0060,EA0060,RETAIL,LOW,11544228,2024-08-26,ph_east_0060,ad_east_0060,2026-08-13T05:00:00Z
CE0061,EA0061,RETAIL,MEDIUM,16933792,2024-11-09,ph_east_0061,ad_east_0061,2026-08-14T15:00:00Z
CE0062,EA0062,RETAIL,LOW,8002765,2024-01-20,ph_east_0062,ad_east_0062,2026-08-18T19:00:00Z
CE0063,EA0063,RETAIL,MEDIUM,7101382,2026-04-26,ph_east_0063,ad_east_0063,2026-08-08T14:00:00Z
CE0064,EA0064,RETAIL,LOW,13932825,2024-08-12,ph_east_0064,ad_east_0064,2026-08-09T12:00:00Z
CE0065,EA0065,RETAIL,LOW,4565141,2024-12-07,ph_east_0065,ad_east_0065,2026-08-13T23:00:00Z
CE0066,EA0066,RETAIL,LOW,2245356,2026-05-13,ph_east_0066,ad_east_0066,2026-08-14T11:00:00Z
CE0067,EA0067,CASH_INTENSIVE,MEDIUM,9675858,2023-09-15,ph_east_0067,ad_east_0067,2026-08-19T02:00:00Z
CE0068,EA0068,RETAIL,LOW,14119258,2025-06-22,ph_east_0068,ad_east_0068,2026-08-09T13:00:00Z
CE0069,EA0069,CASH_INTENSIVE,HIGH,17709050,2025-04-24,ph_east_0069,ad_east_0069,2026-08-08T15:00:00Z
CE0070,EA0070,RETAIL,LOW,6523697,2025-09-18,ph_east_0070,ad_east_0070,2026-08-13T14:00:00Z
CE0071,EA0071,RETAIL,MEDIUM,11676476,2025-03-02,ph_east_0071,ad_east_0071,2026-08-13T17:00:00Z
CE0072,EA0072,RETAIL,LOW,4145148,2026-01-24,ph_east_0072,ad_east_0072,2026-08-09T21:00:00Z
CE0073,EA0073,WHOLESALE,MEDIUM,6384542,2023-10-24,ph_east_0073,ad_east_0073,2026-08-15T20:00:00Z
CE0074,EA0074,RETAIL,MEDIUM,14243824,2026-04-05,ph_east_0074,ad_east_0074,2026-08-17T21:00:00Z
CE0075,EA0075,CASH_INTENSIVE,LOW,16286014,2024-03-07,ph_east_0075,ad_east_0075,2026-08-19T05:00:00Z
CE0076,EA0076,RETAIL,MEDIUM,4461619,2024-05-30,ph_east_0076,ad_east_0076,2026-08-15T07:00:00Z
CE0077,EA0077,RETAIL,LOW,13219045,2025-12-25,ph_east_0077,ad_east_0077,2026-08-09T21:00:00Z
CE0078,EA0078,PROFESSIONAL,LOW,10259031,2024-03-14,ph_east_0078,ad_east_0078,2026-08-17T08:00:00Z
CE0079,EA0079,RETAIL,LOW,17010313,2026-03-01,ph_east_0079,ad_east_0079,2026-08-09T10:00:00Z
CE0080,EA0080,PROFESSIONAL,LOW,9595030,2025-01-06,ph_east_0080,ad_east_0080,2026-08-13T21:00:00Z
CW0001,WA0001,WHOLESALE,LOW,3673954,2025-04-18,ph_west_0001,ad_west_0001,2026-08-18T21:00:00Z
CW0002,WA0002,CASH_INTENSIVE,LOW,17227891,2025-12-11,ph_west_0002,ad_west_0002,2026-08-18T10:00:00Z
CW0003,WA0003,WHOLESALE,LOW,5677546,2023-09-25,ph_west_0003,ad_west_0003,2026-08-20T02:00:00Z
CW0004,WA0004,RETAIL,HIGH,6805294,2023-08-10,ph_west_0004,ad_west_0004,2026-08-12T21:00:00Z
CW0005,WA0005,RETAIL,LOW,10276120,2024-05-19,ph_west_0005,ad_west_0005,2026-08-18T03:00:00Z
CW0006,WA0006,CASH_INTENSIVE,MEDIUM,13736641,2025-04-06,ph_west_0006,ad_west_0006,2026-08-14T15:00:00Z
CW0007,WA0007,RETAIL,HIGH,7132886,2024-09-09,ph_west_0007,ad_west_0007,2026-08-19T20:00:00Z
CW0008,WA0008,RETAIL,MEDIUM,11774694,2026-03-23,ph_west_0008,ad_west_0008,2026-08-11T03:00:00Z
CW0009,WA0009,PROFESSIONAL,LOW,16742424,2024-10-10,ph_west_0009,ad_west_0009,2026-08-15T00:00:00Z
CW0010,WA0010,WHOLESALE,LOW,17890580,2025-07-15,ph_west_0010,ad_west_0010,2026-08-16T23:00:00Z
CW0011,WA0011,RETAIL,LOW,3628995,2025-01-26,ph_west_0011,ad_west_0011,2026-08-18T13:00:00Z
CW0012,WA0012,WHOLESALE,LOW,16710565,2024-06-03,ph_west_0012,ad_west_0012,2026-08-16T11:00:00Z
CW0013,WA0013,PROFESSIONAL,LOW,12389196,2024-05-22,ph_west_0013,ad_west_0013,2026-08-13T00:00:00Z
CW0014,WA0014,RETAIL,HIGH,7154775,2024-09-13,ph_west_0014,ad_west_0014,2026-08-18T06:00:00Z
CW0015,WA0015,WHOLESALE,MEDIUM,2164186,2023-05-22,ph_west_0015,ad_west_0015,2026-08-14T21:00:00Z
CW0016,WA0016,PROFESSIONAL,MEDIUM,17864827,2025-01-05,ph_west_0016,ad_west_0016,2026-08-13T20:00:00Z
CW0017,WA0017,WHOLESALE,LOW,17134337,2024-03-20,ph_west_0017,ad_west_0017,2026-08-15T21:00:00Z
CW0018,WA0018,PROFESSIONAL,LOW,10770012,2025-12-08,ph_west_0018,ad_west_0018,2026-08-11T12:00:00Z
CW0019,WA0019,WHOLESALE,HIGH,8418466,2025-10-24,ph_west_0019,ad_west_0019,2026-08-12T10:00:00Z
CW0020,WA0020,RETAIL,LOW,8760826,2025-08-09,ph_west_0020,ad_west_0020,2026-08-18T21:00:00Z
CW0021,WA0021,RETAIL,MEDIUM,12316042,2024-02-29,ph_west_0021,ad_west_0021,2026-08-12T05:00:00Z
CW0022,WA0022,RETAIL,LOW,4763862,2025-11-23,ph_west_0022,ad_west_0022,2026-08-10T19:00:00Z
CW0023,WA0023,PROFESSIONAL,LOW,12519511,2025-11-12,ph_west_0023,ad_west_0023,2026-08-18T20:00:00Z
CW0024,WA0024,RETAIL,LOW,6178092,2025-07-14,ph_west_0024,ad_west_0024,2026-08-12T01:00:00Z
CW0025,WA0025,CASH_INTENSIVE,LOW,10444304,2024-09-23,ph_west_0025,ad_west_0025,2026-08-11T17:00:00Z
CW0026,WA0026,CASH_INTENSIVE,MEDIUM,5709264,2025-06-15,ph_west_0026,ad_west_0026,2026-08-12T16:00:00Z
CW0027,WA0027,RETAIL,HIGH,8094656,2025-01-19,ph_west_0027,ad_west_0027,2026-08-11T22:00:00Z
CW0028,WA0028,RETAIL,LOW,15939275,2023-06-19,ph_west_0028,ad_west_0028,2026-08-12T21:00:00Z
CW0029,WA0029,RETAIL,HIGH,15590742,2025-05-23,ph_west_0029,ad_west_0029,2026-08-16T10:00:00Z
CW0030,WA0030,WHOLESALE,LOW,11931341,2023-12-02,ph_west_0030,ad_west_0030,2026-08-16T07:00:00Z
CW0031,WA0031,RETAIL,HIGH,16743929,2025-06-06,ph_west_0031,ad_west_0031,2026-08-09T23:00:00Z
CW0032,WA0032,CASH_INTENSIVE,MEDIUM,14117009,2025-09-06,ph_west_0032,ad_west_0032,2026-08-10T23:00:00Z
CW0033,WA0033,WHOLESALE,LOW,5463733,2024-07-19,ph_west_0033,ad_west_0033,2026-08-12T10:00:00Z
CW0034,WA0034,RETAIL,LOW,11168362,2025-04-15,ph_west_0034,ad_west_0034,2026-08-15T08:00:00Z
CW0035,WA0035,RETAIL,MEDIUM,15699403,2024-08-27,ph_west_0035,ad_west_0035,2026-08-18T09:00:00Z
CW0036,WA0036,RETAIL,LOW,14658928,2025-12-24,ph_west_0036,ad_west_0036,2026-08-10T00:00:00Z
CW0037,WA0037,RETAIL,MEDIUM,3409118,2026-01-14,ph_west_0037,ad_west_0037,2026-08-15T14:00:00Z
CW0038,WA0038,CASH_INTENSIVE,LOW,4040399,2026-04-23,ph_west_0038,ad_west_0038,2026-08-15T05:00:00Z
CW0039,WA0039,WHOLESALE,HIGH,17683548,2024-06-19,ph_west_0039,ad_west_0039,2026-08-19T14:00:00Z
CW0040,WA0040,RETAIL,MEDIUM,5965430,2024-12-10,ph_west_0040,ad_west_0040,2026-08-09T11:00:00Z
CW0041,WA0041,WHOLESALE,LOW,15236733,2024-08-22,ph_west_0041,ad_west_0041,2026-08-18T06:00:00Z
CW0042,WA0042,RETAIL,LOW,9762641,2025-06-29,ph_west_0042,ad_west_0042,2026-08-11T22:00:00Z
CW0043,WA0043,WHOLESALE,HIGH,17990461,2026-04-17,ph_west_0043,ad_west_0043,2026-08-14T01:00:00Z
CW0044,WA0044,RETAIL,MEDIUM,17614957,2025-06-01,ph_west_0044,ad_west_0044,2026-08-16T12:00:00Z
CW0045,WA0045,RETAIL,LOW,2348416,2025-04-08,ph_west_0045,ad_west_0045,2026-08-12T02:00:00Z
CW0046,WA0046,RETAIL,MEDIUM,15229981,2023-08-21,ph_west_0046,ad_west_0046,2026-08-10T06:00:00Z
CW0047,WA0047,RETAIL,LOW,13855542,2024-03-20,ph_west_0047,ad_west_0047,2026-08-10T12:00:00Z
CW0048,WA0048,WHOLESALE,MEDIUM,3874493,2024-08-28,ph_west_0048,ad_west_0048,2026-08-09T13:00:00Z
CW0049,WA0049,RETAIL,LOW,10308360,2025-07-15,ph_west_0049,ad_west_0049,2026-08-19T14:00:00Z
CW0050,WA0050,RETAIL,LOW,8699224,2023-10-21,ph_west_0050,ad_west_0050,2026-08-10T20:00:00Z
CW0051,WA0051,RETAIL,MEDIUM,15081600,2025-05-08,ph_west_0051,ad_west_0051,2026-08-18T08:00:00Z
CW0052,WA0052,RETAIL,MEDIUM,15081556,2024-09-15,ph_west_0052,ad_west_0052,2026-08-13T18:00:00Z
CW0053,WA0053,PROFESSIONAL,LOW,8008945,2024-09-24,ph_west_0053,ad_west_0053,2026-08-11T07:00:00Z
CW0054,WA0054,RETAIL,MEDIUM,9818946,2024-10-01,ph_west_0054,ad_west_0054,2026-08-11T03:00:00Z
CW0055,WA0055,RETAIL,LOW,5116622,2024-06-27,ph_west_0055,ad_west_0055,2026-08-17T20:00:00Z
CW0056,WA0056,PROFESSIONAL,LOW,2918708,2025-05-13,ph_west_0056,ad_west_0056,2026-08-18T06:00:00Z
CW0057,WA0057,RETAIL,MEDIUM,8075359,2024-04-06,ph_west_0057,ad_west_0057,2026-08-08T03:00:00Z
CW0058,WA0058,RETAIL,MEDIUM,8904036,2023-08-08,ph_west_0058,ad_west_0058,2026-08-15T13:00:00Z
CW0059,WA0059,PROFESSIONAL,HIGH,15902172,2025-01-03,ph_west_0059,ad_west_0059,2026-08-18T01:00:00Z
CW0060,WA0060,RETAIL,MEDIUM,6269879,2025-08-16,ph_west_0060,ad_west_0060,2026-08-11T08:00:00Z
CW0061,WA0061,WHOLESALE,LOW,15171024,2025-04-06,ph_west_0061,ad_west_0061,2026-08-11T15:00:00Z
CW0062,WA0062,RETAIL,LOW,11425714,2025-04-05,ph_west_0062,ad_west_0062,2026-08-14T10:00:00Z
CW0063,WA0063,RETAIL,LOW,14005520,2026-01-27,ph_west_0063,ad_west_0063,2026-08-10T04:00:00Z
CW0064,WA0064,WHOLESALE,LOW,5966496,2025-12-27,ph_west_0064,ad_west_0064,2026-08-13T23:00:00Z
CW0065,WA0065,RETAIL,LOW,12664764,2023-10-28,ph_west_0065,ad_west_0065,2026-08-19T15:00:00Z
CW0066,WA0066,RETAIL,LOW,16259439,2024-01-15,ph_west_0066,ad_west_0066,2026-08-12T10:00:00Z
CW0067,WA0067,RETAIL,MEDIUM,9254273,2023-11-13,ph_west_0067,ad_west_0067,2026-08-14T13:00:00Z
CW0068,WA0068,CASH_INTENSIVE,LOW,5050441,2024-12-12,ph_west_0068,ad_west_0068,2026-08-13T04:00:00Z
CW0069,WA0069,RETAIL,MEDIUM,5032522,2023-09-05,ph_west_0069,ad_west_0069,2026-08-19T05:00:00Z
CW0070,WA0070,RETAIL,LOW,4406281,2026-02-25,ph_west_0070,ad_west_0070,2026-08-18T18:00:00Z
CW0071,WA0071,PROFESSIONAL,LOW,7452518,2025-08-24,ph_west_0071,ad_west_0071,2026-08-19T18:00:00Z
CW0072,WA0072,RETAIL,LOW,11573003,2025-02-12,ph_west_0072,ad_west_0072,2026-08-17T21:00:00Z
CW0073,WA0073,PROFESSIONAL,HIGH,3147212,2024-02-06,ph_west_0073,ad_west_0073,2026-08-19T02:00:00Z
CW0074,WA0074,RETAIL,MEDIUM,3512487,2025-10-13,ph_west_0074,ad_west_0074,2026-08-09T20:00:00Z
CW0075,WA0075,PROFESSIONAL,MEDIUM,10179998,2025-12-15,ph_west_0075,ad_west_0075,2026-08-08T01:00:00Z
CW0076,WA0076,RETAIL,LOW,6844955,2024-12-19,ph_west_0076,ad_west_0076,2026-08-08T16:00:00Z
CW0077,WA0077,WHOLESALE,MEDIUM,4310629,2023-12-15,ph_west_0077,ad_west_0077,2026-08-08T07:00:00Z
CW0078,WA0078,WHOLESALE,LOW,17519598,2023-06-26,ph_west_0078,ad_west_0078,2026-08-15T17:00:00Z
CW0079,WA0079,RETAIL,LOW,3612868,2024-05-26,ph_west_0079,ad_west_0079,2026-08-16T11:00:00Z
CW0080,WA0080,RETAIL,LOW,15791386,2026-04-18,ph_west_0080,ad_west_0080,2026-08-13T03:00:00Z
CW_SIG_01,W_SIG_01,RETAIL,HIGH,2200000,2026-08-01,ph_signal_0,ad_signal_shared,2026-08-20T03:00:00Z
CW_SIG_02,W_SIG_02,RETAIL,HIGH,2200000,2026-07-31,ph_signal_0,ad_signal_shared,2026-08-20T02:00:00Z
CW_SIG_03,W_SIG_03,RETAIL,HIGH,2200000,2026-07-30,ph_signal_1,ad_signal_shared,2026-08-20T01:00:00Z
CW_SIG_04,W_SIG_04,RETAIL,MEDIUM,2200000,2026-07-29,ph_signal_1,ad_signal_shared,2026-08-20T00:00:00Z
CW_SIG_05,W_SIG_05,RETAIL,MEDIUM,2200000,2026-07-28,ph_signal_2,ad_signal_shared,2026-08-19T23:00:00Z
CW_SIG_06,W_SIG_06,RETAIL,MEDIUM,2200000,2026-07-27,ph_signal_2,ad_signal_shared,2026-08-19T22:00:00Z
CW_SIG_07,W_SIG_07,RETAIL,MEDIUM,2200000,2026-07-26,ph_signal_3,ad_signal_shared,2026-08-19T21:00:00Z
CW_SIG_08,W_SIG_08,RETAIL,MEDIUM,2200000,2026-07-25,ph_signal_3,ad_signal_shared,2026-08-19T20:00:00Z
CE_SEASONAL_01,E_SEASONAL_01,CASH_INTENSIVE,LOW,24000000,2024-07-01,ph_seasonal_unique,ad_seasonal_unique,2026-08-20T06:00:00Z
CN_GAP_01,N_GAP_01,PROFESSIONAL,MEDIUM,4500000,2026-01-11,,,2026-06-05T12:00:00Z
CN_GAP_02,N_GAP_02,PROFESSIONAL,MEDIUM,4500000,2026-01-10,,,2026-06-04T12:00:00Z
CN_GAP_03,N_GAP_03,PROFESSIONAL,MEDIUM,4500000,2026-01-09,,,2026-06-03T12:00:00Z
CN_GAP_04,N_GAP_04,PROFESSIONAL,MEDIUM,4500000,2026-01-08,,,2026-06-02T12:00:00Z
CS_NEW_01,S_NEW_01,RETAIL,LOW,5000000,2026-06-20,ph_new_01,ad_new_01,2026-08-19T23:00:00Z
CS_NEW_02,S_NEW_02,RETAIL,LOW,5000000,2026-06-19,ph_new_02,ad_new_02,2026-08-19T22:00:00Z
CS_NEW_03,S_NEW_03,RETAIL,LOW,5000000,2026-06-18,ph_new_03,ad_new_03,2026-08-19T21:00:00Z
CS_NEW_04,S_NEW_04,RETAIL,LOW,5000000,2026-06-17,ph_new_04,ad_new_04,2026-08-19T20:00:00Z
CS_NEW_05,S_NEW_05,RETAIL,LOW,5000000,2026-06-16,ph_new_05,ad_new_05,2026-08-19T19:00:00Z
CS_NEW_06,S_NEW_06,RETAIL,LOW,5000000,2026-06-15,ph_new_06,ad_new_06,2026-08-19T18:00:00Z
