transaction_id,timestamp,account_id,amount_inr,branch_id,region,channel,transaction_type,beneficiary_hash
TX0003985,2026-06-13T17:25:00Z,EA0030,149447.61,E03,EAST,ONLINE,TRANSFER,ben_east_0008
TX0003986,2026-06-13T17:38:00Z,EA0018,397796.0,E02,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0003987,2026-06-13T06:35:00Z,EA0078,68421.54,E04,EAST,ATM,CASH_DEPOSIT,
TX0003988,2026-06-13T15:29:00Z,EA0006,84686.0,E01,EAST,ONLINE,TRANSFER,ben_east_0323
TX0003989,2026-06-13T16:07:00Z,EA0074,1110732.89,E04,EAST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0003990,2026-06-13T16:51:00Z,EA0064,147537.17,E02,EAST,BRANCH_CASH,TRANSFER,ben_east_0115
TX0003991,2026-06-13T20:01:00Z,EA0032,215766.23,E01,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0003992,2026-06-13T11:29:00Z,EA0061,208177.49,E01,EAST,ONLINE,CASH_WITHDRAWAL,
TX0003993,2026-06-13T13:10:00Z,EA0048,112588.5,E01,EAST,ONLINE,CASH_DEPOSIT,
TX0003994,2026-06-13T22:24:00Z,EA0053,227622.31,E03,EAST,ATM,CASH_DEPOSIT,
TX0003995,2026-06-13T18:34:00Z,EA0054,180117.39,E04,EAST,ONLINE,CASH_DEPOSIT,
TX0003996,2026-06-13T08:11:00Z,EA0060,280675.7,E04,EAST,ONLINE,TRANSFER,ben_east_0323
TX0003997,2026-06-13T02:30:00Z,EA0009,612934.94,E02,EAST,ONLINE,CASH_WITHDRAWAL,
TX0003998,2026-06-13T15:53:00Z,EA0061,271957.81,E01,EAST,ATM,TRANSFER,ben_east_0247
TX0003999,2026-06-13T09:34:00Z,EA0049,80425.56,E02,EAST,ATM,CASH_DEPOSIT,
TX0004000,2026-06-13T13:37:00Z,EA0024,439984.22,E03,EAST,ONLINE,CASH_DEPOSIT,
TX0004001,2026-06-13T18:11:00Z,EA0077,650028.04,E03,EAST,ATM,TRANSFER,ben_east_0223
TX0004002,2026-06-13T21:04:00Z,EA0079,112013.04,E01,EAST,BRANCH_CASH,TRANSFER,ben_east_0264
TX0004003,2026-06-13T09:32:00Z,WA0005,517972.86,W03,WEST,ONLINE,TRANSFER,ben_west_0330
TX0004004,2026-06-13T01:23:00Z,WA0049,496681.36,W04,WEST,BRANCH_CASH,TRANSFER,ben_west_0307
TX0004005,2026-06-13T19:08:00Z,WA0054,96502.99,W01,WEST,ONLINE,TRANSFER,ben_west_0142
TX0004006,2026-06-13T03:05:00Z,WA0066,350001.04,W01,WEST,ONLINE,TRANSFER,ben_west_0086
TX0004007,2026-06-13T14:20:00Z,WA0069,358258.52,W01,WEST,ONLINE,CASH_WITHDRAWAL,
TX0004008,2026-06-13T18:32:00Z,WA0043,119560.18,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0068
TX0004009,2026-06-13T20:17:00Z,WA0059,195731.62,W01,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004010,2026-06-13T10:02:00Z,WA0050,415135.45,W02,WEST,ONLINE,CASH_WITHDRAWAL,
TX0004011,2026-06-13T11:00:00Z,WA0014,164722.1,W02,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004012,2026-06-13T04:58:00Z,WA0036,61917.75,W02,WEST,ONLINE,TRANSFER,ben_west_0094
TX0004013,2026-06-13T19:36:00Z,WA0026,228511.98,W02,WEST,ONLINE,TRANSFER,ben_west_0271
TX0004014,2026-06-13T02:13:00Z,WA0008,50272.37,W01,WEST,ONLINE,CASH_DEPOSIT,
TX0004015,2026-06-13T05:01:00Z,WA0001,163542.76,W02,WEST,ONLINE,CASH_DEPOSIT,
TX0004016,2026-06-13T04:38:00Z,WA0016,74142.49,W01,WEST,ONLINE,CASH_DEPOSIT,
TX0004017,2026-06-13T15:50:00Z,WA0043,190350.81,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0296
TX0004018,2026-06-13T08:38:00Z,WA0067,289949.8,W04,WEST,ONLINE,TRANSFER,ben_west_0104
TX0004019,2026-06-13T02:09:00Z,WA0051,313124.84,W02,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004020,2026-06-13T07:14:00Z,WA0043,199835.75,W02,WEST,ONLINE,TRANSFER,ben_west_0330
TX0004021,2026-06-13T16:23:00Z,WA0041,57297.52,W03,WEST,ONLINE,CASH_WITHDRAWAL,
TX0004022,2026-06-13T14:03:00Z,WA0048,125947.0,W01,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004023,2026-06-13T01:13:00Z,WA0069,168617.79,W03,WEST,ATM,CASH_DEPOSIT,
TX0004024,2026-06-13T01:18:00Z,WA0075,751370.39,W03,WEST,ONLINE,CASH_DEPOSIT,
TX0004025,2026-06-13T04:06:00Z,WA0018,138735.41,W04,WEST,ONLINE,CASH_DEPOSIT,
TX0004026,2026-06-13T12:25:00Z,WA0036,52246.61,W03,WEST,ONLINE,TRANSFER,ben_west_0204
TX0004027,2026-06-13T15:16:00Z,WA0064,43747.41,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0099
TX0004028,2026-06-13T21:21:00Z,WA0021,157083.98,W01,WEST,ONLINE,CASH_DEPOSIT,
TX0004029,2026-06-13T13:41:00Z,WA0078,79386.46,W04,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004030,2026-06-13T18:23:00Z,WA0072,206957.68,W03,WEST,ONLINE,CASH_DEPOSIT,
TX0004031,2026-06-13T22:35:00Z,WA0013,776823.62,W04,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004032,2026-06-13T20:28:00Z,WA0040,130424.64,W01,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004033,2026-06-13T04:37:00Z,WA0076,78133.98,W04,WEST,BRANCH_CASH,TRANSFER,ben_west_0007
TX0004034,2026-06-13T07:44:00Z,WA0063,248277.08,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0289
TX0004035,2026-06-13T03:13:00Z,WA0026,223356.19,W03,WEST,ONLINE,CASH_DEPOSIT,
TX0004036,2026-06-13T15:01:00Z,WA0053,519556.69,W03,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004037,2026-06-13T07:05:00Z,WA0073,101490.47,W04,WEST,ONLINE,TRANSFER,ben_west_0161
TX0004038,2026-06-13T14:26:00Z,WA0045,115913.83,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0171
TX0004039,2026-06-13T21:32:00Z,WA0060,155006.26,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0184
TX0004040,2026-06-13T12:38:00Z,WA0047,1313977.71,W01,WEST,BRANCH_CASH,TRANSFER,ben_west_0329
TX0004041,2026-06-13T22:55:00Z,WA0049,683402.56,W01,WEST,ONLINE,CASH_DEPOSIT,
TX0004042,2026-06-13T00:50:00Z,WA0049,251662.35,W04,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004043,2026-06-13T13:37:00Z,WA0056,124601.37,W04,WEST,ONLINE,TRANSFER,ben_west_0005
TX0004044,2026-06-13T02:54:00Z,WA0018,297858.39,W01,WEST,ONLINE,CASH_WITHDRAWAL,
TX0004045,2026-06-13T13:05:00Z,WA0067,105589.72,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0297
TX0004046,2026-06-13T06:03:00Z,WA0041,99524.37,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0322
TX0004047,2026-06-13T16:50:00Z,WA0064,149344.65,W02,WEST,ATM,TRANSFER,ben_west_0298
TX0004048,2026-06-13T02:25:00Z,WA0071,178672.99,W03,WEST,ONLINE,TRANSFER,ben_west_0315
TX0004049,2026-06-14T03:35:00Z,NA0070,207630.71,N04,NORTH,BRANCH_CASH,TRANSFER,ben_north_0220
TX0004050,2026-06-14T11:32:00Z,NA0063,483553.33,N02,NORTH,ATM,CASH_WITHDRAWAL,
TX0004051,2026-06-14T04:10:00Z,NA0070,839759.07,N02,NORTH,ONLINE,CASH_DEPOSIT,
TX0004052,2026-06-14T09:01:00Z,NA0066,68066.24,N01,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004053,2026-06-14T16:06:00Z,NA0008,99714.72,N03,NORTH,ONLINE,TRANSFER,ben_north_0301
TX0004054,2026-06-14T17:58:00Z,NA0006,120946.94,N02,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0004055,2026-06-14T21:18:00Z,NA0006,497778.12,N04,NORTH,ONLINE,TRANSFER,ben_north_0298
TX0004056,2026-06-14T11:53:00Z,NA0005,117910.41,N04,NORTH,ONLINE,TRANSFER,ben_north_0298
TX0004057,2026-06-14T08:00:00Z,NA0067,255793.78,N02,NORTH,ONLINE,TRANSFER,ben_north_0059
TX0004058,2026-06-14T20:18:00Z,NA0055,540305.13,N02,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004059,2026-06-14T18:34:00Z,NA0041,644716.81,N03,NORTH,ONLINE,TRANSFER,ben_north_0200
TX0004060,2026-06-14T13:27:00Z,NA0074,44649.73,N01,NORTH,ATM,CASH_DEPOSIT,
TX0004061,2026-06-14T12:49:00Z,NA0076,133834.91,N03,NORTH,ONLINE,CASH_DEPOSIT,
TX0004062,2026-06-14T05:19:00Z,NA0059,70723.64,N02,NORTH,ONLINE,CASH_DEPOSIT,
TX0004063,2026-06-14T15:56:00Z,NA0010,1317486.43,N01,NORTH,ONLINE,TRANSFER,ben_north_0053
TX0004064,2026-06-14T19:48:00Z,NA0040,302773.78,N01,NORTH,BRANCH_CASH,TRANSFER,ben_north_0296
TX0004065,2026-06-14T04:56:00Z,NA0050,112599.27,N01,NORTH,ONLINE,CASH_DEPOSIT,
TX0004066,2026-06-14T22:06:00Z,NA0047,83139.23,N04,NORTH,ONLINE,TRANSFER,ben_north_0057
TX0004067,2026-06-14T10:51:00Z,NA0047,122338.08,N02,NORTH,ATM,CASH_DEPOSIT,
TX0004068,2026-06-14T01:22:00Z,NA0068,391995.99,N03,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004069,2026-06-14T07:09:00Z,NA0021,389810.88,N04,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004070,2026-06-14T07:09:00Z,NA0036,156206.9,N01,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004071,2026-06-14T01:43:00Z,NA0032,132609.5,N03,NORTH,ONLINE,CASH_DEPOSIT,
TX0004072,2026-06-14T14:07:00Z,NA0009,74315.42,N03,NORTH,ATM,CASH_WITHDRAWAL,
TX0004073,2026-06-14T22:56:00Z,NA0041,176293.06,N01,NORTH,ATM,CASH_DEPOSIT,
TX0004074,2026-06-14T15:34:00Z,NA0045,111892.9,N03,NORTH,ONLINE,CASH_DEPOSIT,
TX0004075,2026-06-14T15:25:00Z,NA0053,51918.13,N03,NORTH,ONLINE,CASH_DEPOSIT,
TX0004076,2026-06-14T21:49:00Z,NA0044,182013.07,N03,NORTH,ONLINE,TRANSFER,ben_north_0065
TX0004077,2026-06-14T19:22:00Z,NA0047,58787.9,N01,NORTH,ONLINE,TRANSFER,ben_north_0141
TX0004078,2026-06-14T19:00:00Z,NA0039,258381.3,N02,NORTH,BRANCH_CASH,TRANSFER,ben_north_0164
TX0004079,2026-06-14T16:37:00Z,NA0055,144015.12,N02,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004080,2026-06-14T03:41:00Z,NA0009,133273.12,N02,NORTH,ONLINE,CASH_DEPOSIT,
TX0004081,2026-06-14T02:57:00Z,NA0013,85129.71,N02,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004082,2026-06-14T08:42:00Z,NA0030,238636.24,N04,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0004083,2026-06-14T17:11:00Z,NA0047,239074.66,N03,NORTH,ATM,TRANSFER,ben_north_0062
TX0004084,2026-06-14T20:54:00Z,NA0051,213160.64,N02,NORTH,BRANCH_CASH,TRANSFER,ben_north_0095
TX0004085,2026-06-14T19:23:00Z,NA0049,110276.33,N04,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004086,2026-06-14T14:32:00Z,NA0057,146125.31,N03,NORTH,BRANCH_CASH,TRANSFER,ben_north_0118
TX0004087,2026-06-14T05:41:00Z,NA0034,165268.0,N01,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0004088,2026-06-14T10:39:00Z,NA0040,64837.27,N03,NORTH,ATM,CASH_DEPOSIT,
TX0004089,2026-06-14T12:33:00Z,NA0055,45614.67,N03,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004090,2026-06-14T08:38:00Z,NA0060,118513.05,N02,NORTH,BRANCH_CASH,TRANSFER,ben_north_0042
TX0004091,2026-06-14T05:41:00Z,NA0073,90060.84,N01,NORTH,ONLINE,CASH_DEPOSIT,
TX0004092,2026-06-14T04:00:00Z,NA0066,59060.3,N01,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0004093,2026-06-14T06:52:00Z,NA0050,41274.57,N04,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0004094,2026-06-14T17:33:00Z,NA0042,320660.97,N02,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004095,2026-06-14T03:46:00Z,SA0030,146990.52,S02,SOUTH,ONLINE,TRANSFER,ben_south_0342
TX0004096,2026-06-14T18:40:00Z,SA0063,274602.26,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004097,2026-06-14T07:49:00Z,SA0052,249160.17,S04,SOUTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004098,2026-06-14T10:48:00Z,SA0068,68975.48,S02,SOUTH,ONLINE,TRANSFER,ben_south_0178
TX0004099,2026-06-14T13:58:00Z,SA0056,154475.26,S03,SOUTH,ONLINE,CASH_DEPOSIT,
TX0004100,2026-06-14T15:32:00Z,SA0034,46413.11,S04,SOUTH,ONLINE,TRANSFER,ben_south_0105
TX0004101,2026-06-14T13:47:00Z,SA0070,118474.77,S03,SOUTH,ATM,TRANSFER,ben_south_0025
TX0004102,2026-06-14T08:02:00Z,SA0069,60550.54,S04,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0182
TX0004103,2026-06-14T21:34:00Z,SA0070,352865.19,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004104,2026-06-14T17:38:00Z,SA0054,135648.6,S04,SOUTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004105,2026-06-14T15:35:00Z,SA0050,129370.49,S04,SOUTH,ONLINE,TRANSFER,ben_south_0213
TX0004106,2026-06-14T15:16:00Z,SA0049,49141.59,S02,SOUTH,ONLINE,TRANSFER,ben_south_0329
TX0004107,2026-06-14T15:22:00Z,SA0029,70370.02,S03,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0241
TX0004108,2026-06-14T17:58:00Z,SA0063,191849.41,S04,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004109,2026-06-14T00:42:00Z,SA0080,44550.94,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004110,2026-06-14T01:06:00Z,SA0028,226715.72,S04,SOUTH,ONLINE,CASH_WITHDRAWAL,
TX0004111,2026-06-14T19:19:00Z,SA0030,89622.43,S02,SOUTH,ATM,TRANSFER,ben_south_0163
TX0004112,2026-06-14T06:13:00Z,SA0067,183817.0,S03,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0180
TX0004113,2026-06-14T14:23:00Z,SA0036,459388.23,S04,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0119
TX0004114,2026-06-14T04:13:00Z,SA0015,52155.78,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004115,2026-06-14T04:46:00Z,SA0049,259424.25,S03,SOUTH,ONLINE,TRANSFER,ben_south_0343
TX0004116,2026-06-14T01:22:00Z,SA0041,263189.16,S03,SOUTH,ATM,TRANSFER,ben_south_0314
TX0004117,2026-06-14T12:56:00Z,SA0023,24106.24,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004118,2026-06-14T05:52:00Z,SA0072,885297.29,S04,SOUTH,ONLINE,CASH_DEPOSIT,
TX0004119,2026-06-14T19:15:00Z,SA0041,263760.28,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004120,2026-06-14T21:23:00Z,SA0007,102014.94,S04,SOUTH,ONLINE,CASH_DEPOSIT,
TX0004121,2026-06-14T20:31:00Z,SA0007,73140.62,S03,SOUTH,ONLINE,CASH_WITHDRAWAL,
TX0004122,2026-06-14T15:31:00Z,SA0063,55032.46,S02,SOUTH,ATM,TRANSFER,ben_south_0176
TX0004123,2026-06-14T04:07:00Z,SA0050,216318.93,S04,SOUTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004124,2026-06-14T09:19:00Z,SA0048,132090.64,S04,SOUTH,ATM,TRANSFER,ben_south_0265
TX0004125,2026-06-14T02:18:00Z,SA0012,119158.22,S02,SOUTH,ONLINE,CASH_DEPOSIT,
TX0004126,2026-06-14T21:55:00Z,SA0041,39611.98,S04,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004127,2026-06-14T17:19:00Z,SA0053,156432.91,S01,SOUTH,ONLINE,CASH_DEPOSIT,
TX0004128,2026-06-14T22:13:00Z,SA0078,106047.94,S04,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004129,2026-06-14T04:27:00Z,SA0014,94129.74,S02,SOUTH,ATM,CASH_DEPOSIT,
TX0004130,2026-06-14T05:45:00Z,SA0055,28533.85,S03,SOUTH,ATM,TRANSFER,ben_south_0026
TX0004131,2026-06-14T22:49:00Z,SA0049,104987.68,S04,SOUTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004132,2026-06-14T08:41:00Z,SA0041,672451.73,S02,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0059
TX0004133,2026-06-14T11:37:00Z,SA0062,99560.88,S01,SOUTH,ONLINE,CASH_DEPOSIT,
TX0004134,2026-06-14T16:19:00Z,SA0044,210438.96,S01,SOUTH,ONLINE,TRANSFER,ben_south_0228
TX0004135,2026-06-14T14:25:00Z,SA0019,316542.39,S03,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0275
TX0004136,2026-06-14T22:46:00Z,SA0049,155512.24,S04,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004137,2026-06-14T15:51:00Z,SA0039,163850.28,S04,SOUTH,ONLINE,TRANSFER,ben_south_0014
TX0004138,2026-06-14T05:01:00Z,SA0029,385518.96,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004139,2026-06-14T21:28:00Z,SA0064,393994.55,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0004140,2026-06-14T00:48:00Z,SA0054,56969.34,S02,SOUTH,ONLINE,CASH_DEPOSIT,
TX0004141,2026-06-14T05:57:00Z,EA0017,50432.92,E02,EAST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004142,2026-06-14T20:40:00Z,EA0057,340507.44,E04,EAST,ONLINE,TRANSFER,ben_east_0279
TX0004143,2026-06-14T01:09:00Z,EA0057,837264.59,E02,EAST,BRANCH_CASH,TRANSFER,ben_east_0113
TX0004144,2026-06-14T08:42:00Z,EA0079,748961.08,E04,EAST,ATM,TRANSFER,ben_east_0016
TX0004145,2026-06-14T19:45:00Z,EA0079,323613.51,E04,EAST,ATM,CASH_WITHDRAWAL,
TX0004146,2026-06-14T11:50:00Z,EA0050,150564.75,E03,EAST,BRANCH_CASH,TRANSFER,ben_east_0296
TX0004147,2026-06-14T04:29:00Z,EA0008,208318.71,E04,EAST,BRANCH_CASH,TRANSFER,ben_east_0216
TX0004148,2026-06-14T17:41:00Z,EA0070,154920.76,E03,EAST,ONLINE,CASH_DEPOSIT,
TX0004149,2026-06-14T10:57:00Z,EA0008,93276.09,E03,EAST,BRANCH_CASH,TRANSFER,ben_east_0294
TX0004150,2026-06-14T01:22:00Z,EA0052,64405.19,E03,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0004151,2026-06-14T08:40:00Z,EA0001,171677.05,E04,EAST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004152,2026-06-14T10:25:00Z,EA0053,408953.26,E02,EAST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004153,2026-06-14T12:29:00Z,EA0064,212104.2,E02,EAST,ONLINE,TRANSFER,ben_east_0124
TX0004154,2026-06-14T19:55:00Z,EA0053,360684.03,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0004155,2026-06-14T18:37:00Z,EA0051,136786.21,E03,EAST,ONLINE,CASH_WITHDRAWAL,
TX0004156,2026-06-14T08:56:00Z,EA0071,150714.97,E01,EAST,ATM,CASH_WITHDRAWAL,
TX0004157,2026-06-14T01:42:00Z,EA0030,38635.73,E01,EAST,ONLINE,TRANSFER,ben_east_0022
TX0004158,2026-06-14T06:33:00Z,EA0074,391096.03,E01,EAST,BRANCH_CASH,TRANSFER,ben_east_0120
TX0004159,2026-06-14T20:17:00Z,EA0043,265394.43,E03,EAST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004160,2026-06-14T20:57:00Z,EA0009,63884.84,E02,EAST,ATM,TRANSFER,ben_east_0202
TX0004161,2026-06-14T19:20:00Z,EA0024,122966.94,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0004162,2026-06-14T08:57:00Z,EA0061,56809.83,E01,EAST,ONLINE,TRANSFER,ben_east_0213
TX0004163,2026-06-14T11:24:00Z,EA0028,64379.05,E03,EAST,ONLINE,TRANSFER,ben_east_0302
TX0004164,2026-06-14T11:48:00Z,EA0035,617326.77,E04,EAST,ONLINE,CASH_DEPOSIT,
TX0004165,2026-06-14T19:40:00Z,EA0019,533718.81,E04,EAST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004166,2026-06-14T03:45:00Z,EA0007,202548.95,E04,EAST,BRANCH_CASH,TRANSFER,ben_east_0318
TX0004167,2026-06-14T18:04:00Z,EA0036,34280.19,E04,EAST,BRANCH_CASH,TRANSFER,ben_east_0256
TX0004168,2026-06-14T17:59:00Z,EA0069,349195.2,E01,EAST,ONLINE,TRANSFER,ben_east_0101
TX0004169,2026-06-14T21:41:00Z,EA0079,446829.16,E02,EAST,ONLINE,CASH_WITHDRAWAL,
TX0004170,2026-06-14T11:10:00Z,EA0074,176240.44,E02,EAST,BRANCH_CASH,TRANSFER,ben_east_0025
TX0004171,2026-06-14T09:32:00Z,EA0036,69931.68,E03,EAST,BRANCH_CASH,TRANSFER,ben_east_0054
TX0004172,2026-06-14T01:25:00Z,EA0080,213899.98,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0004173,2026-06-14T17:22:00Z,EA0050,32632.81,E03,EAST,ONLINE,CASH_WITHDRAWAL,
TX0004174,2026-06-14T20:43:00Z,EA0079,131691.98,E03,EAST,BRANCH_CASH,TRANSFER,ben_east_0252
TX0004175,2026-06-14T16:09:00Z,EA0008,283510.4,E02,EAST,ONLINE,TRANSFER,ben_east_0188
TX0004176,2026-06-14T06:46:00Z,EA0044,275370.92,E04,EAST,ONLINE,CASH_DEPOSIT,
TX0004177,2026-06-14T18:00:00Z,EA0021,175954.16,E04,EAST,ATM,CASH_WITHDRAWAL,
TX0004178,2026-06-14T07:54:00Z,EA0016,97258.48,E03,EAST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004179,2026-06-14T01:46:00Z,EA0032,114676.39,E03,EAST,ONLINE,CASH_DEPOSIT,
TX0004180,2026-06-14T16:20:00Z,EA0058,94630.65,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0004181,2026-06-14T13:19:00Z,EA0073,149698.56,E04,EAST,ONLINE,CASH_DEPOSIT,
TX0004182,2026-06-14T09:14:00Z,EA0013,156918.57,E01,EAST,ONLINE,CASH_DEPOSIT,
TX0004183,2026-06-14T19:40:00Z,EA0007,200783.1,E03,EAST,BRANCH_CASH,TRANSFER,ben_east_0123
TX0004184,2026-06-14T03:04:00Z,EA0041,222168.67,E04,EAST,ATM,TRANSFER,ben_east_0254
TX0004185,2026-06-14T07:05:00Z,EA0037,492338.46,E04,EAST,ONLINE,TRANSFER,ben_east_0189
TX0004186,2026-06-14T06:20:00Z,EA0066,194921.17,E04,EAST,BRANCH_CASH,TRANSFER,ben_east_0342
TX0004187,2026-06-14T12:33:00Z,WA0003,370821.43,W01,WEST,ATM,TRANSFER,ben_west_0333
TX0004188,2026-06-14T10:46:00Z,WA0022,108561.73,W04,WEST,ONLINE,TRANSFER,ben_west_0146
TX0004189,2026-06-14T04:54:00Z,WA0033,115343.39,W03,WEST,ONLINE,CASH_DEPOSIT,
TX0004190,2026-06-14T17:10:00Z,WA0078,90499.31,W01,WEST,ATM,CASH_WITHDRAWAL,
TX0004191,2026-06-14T13:44:00Z,WA0054,310271.57,W01,WEST,ONLINE,CASH_DEPOSIT,
TX0004192,2026-06-14T17:47:00Z,WA0018,93675.26,W04,WEST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004193,2026-06-14T00:46:00Z,WA0020,115082.25,W04,WEST,ATM,CASH_DEPOSIT,
TX0004194,2026-06-14T14:32:00Z,WA0076,147526.09,W02,WEST,ONLINE,TRANSFER,ben_west_0027
TX0004195,2026-06-14T11:31:00Z,WA0003,90417.46,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0298
TX0004196,2026-06-14T14:05:00Z,WA0061,331377.59,W01,WEST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004197,2026-06-14T22:18:00Z,WA0033,114506.66,W03,WEST,ONLINE,CASH_WITHDRAWAL,
TX0004198,2026-06-14T18:00:00Z,WA0033,46115.95,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0246
TX0004199,2026-06-14T05:52:00Z,WA0049,264243.76,W04,WEST,ATM,CASH_DEPOSIT,
TX0004200,2026-06-14T05:43:00Z,WA0010,143498.66,W02,WEST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0004201,2026-06-14T07:30:00Z,WA0074,95629.71,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0250
TX0004202,2026-06-14T15:09:00Z,WA0036,311070.58,W01,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004203,2026-06-14T19:30:00Z,WA0014,70897.36,W01,WEST,ATM,TRANSFER,ben_west_0291
TX0004204,2026-06-14T04:14:00Z,WA0076,273361.6,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0049
TX0004205,2026-06-14T18:46:00Z,WA0021,73251.91,W01,WEST,ONLINE,CASH_DEPOSIT,
TX0004206,2026-06-14T07:42:00Z,WA0002,129467.52,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0153
TX0004207,2026-06-14T12:05:00Z,WA0061,151487.97,W04,WEST,BRANCH_CASH,TRANSFER,ben_west_0293
TX0004208,2026-06-14T19:17:00Z,WA0056,39073.02,W02,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004209,2026-06-14T06:01:00Z,WA0076,171863.29,W04,WEST,ATM,TRANSFER,ben_west_0039
TX0004210,2026-06-14T00:31:00Z,WA0014,76914.29,W03,WEST,ATM,TRANSFER,ben_west_0188
TX0004211,2026-06-14T05:19:00Z,WA0007,118711.61,W04,WEST,ONLINE,TRANSFER,ben_west_0243
TX0004212,2026-06-14T05:16:00Z,WA0018,159929.35,W02,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004213,2026-06-14T02:36:00Z,WA0059,202253.43,W02,WEST,ONLINE,CASH_DEPOSIT,
TX0004214,2026-06-14T02:02:00Z,WA0035,298827.73,W01,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0004215,2026-06-14T16:31:00Z,WA0066,201881.35,W01,WEST,ATM,CASH_DEPOSIT,
